timeStamp,elapsed,label,responseCode,responseMessage,threadName,success,failureMessage,bytes,grpThreads,allThreads,Latency,SampleCount,ErrorCount,Hostname
1592058152800,119,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-2,true,,13423,4,4,119,1,0,MacBook-Pro-de-Jose.local
1592058152864,110,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-1,true,,1197,4,4,110,1,0,MacBook-Pro-de-Jose.local
1592058152889,216,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-4,true,,13398,4,4,216,1,0,MacBook-Pro-de-Jose.local
1592058152889,273,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-3,true,,13398,4,4,273,1,0,MacBook-Pro-de-Jose.local
1592058152919,275,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-2,true,,1197,4,4,275,1,0,MacBook-Pro-de-Jose.local
1592058152975,255,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-1,true,,1185,4,4,255,1,0,MacBook-Pro-de-Jose.local
1592058153106,160,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-4,true,,1197,4,4,160,1,0,MacBook-Pro-de-Jose.local
1592058153163,148,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-3,true,,1197,4,4,148,1,0,MacBook-Pro-de-Jose.local
1592058153195,165,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-2,true,,1185,4,4,165,1,0,MacBook-Pro-de-Jose.local
1592058153231,164,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-1,true,,928,4,4,0,1,0,MacBook-Pro-de-Jose.local
1592058153266,169,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-4,true,,1185,4,4,169,1,0,MacBook-Pro-de-Jose.local
1592058153312,144,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-3,true,,1185,4,4,144,1,0,MacBook-Pro-de-Jose.local
1592058153360,124,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-2,true,,928,4,4,0,1,0,MacBook-Pro-de-Jose.local
1592058153395,126,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-1,true,,511,4,4,0,1,0,MacBook-Pro-de-Jose.local
1592058153436,113,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-4,true,,928,4,4,0,1,0,MacBook-Pro-de-Jose.local
1592058153457,149,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-3,true,,928,4,4,0,1,0,MacBook-Pro-de-Jose.local
1592058153485,160,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-2,true,,511,4,4,0,1,0,MacBook-Pro-de-Jose.local
1592058153522,177,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-1,true,,13397,4,4,177,1,0,MacBook-Pro-de-Jose.local
1592058153550,174,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-4,true,,511,4,4,0,1,0,MacBook-Pro-de-Jose.local
1592058153607,142,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-3,true,,511,4,4,0,1,0,MacBook-Pro-de-Jose.local
1592058153646,167,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-2,true,,13423,4,4,167,1,0,MacBook-Pro-de-Jose.local
1592058153699,150,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-1,true,,1197,4,4,150,1,0,MacBook-Pro-de-Jose.local
1592058153724,191,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-4,true,,13398,6,6,191,1,0,MacBook-Pro-de-Jose.local
1592058153750,219,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-3,true,,13398,6,6,219,1,0,MacBook-Pro-de-Jose.local
1592058153814,200,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-2,true,,1197,6,6,200,1,0,MacBook-Pro-de-Jose.local
1592058153849,199,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-1,true,,1185,6,6,199,1,0,MacBook-Pro-de-Jose.local
1592058153894,209,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-6,true,,13373,6,6,209,1,0,MacBook-Pro-de-Jose.local
1592058153893,262,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-5,true,,13373,6,6,262,1,0,MacBook-Pro-de-Jose.local
1592058153915,281,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-4,true,,1197,6,6,281,1,0,MacBook-Pro-de-Jose.local
1592058153970,275,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-3,true,,1197,6,6,275,1,0,MacBook-Pro-de-Jose.local
1592058154014,268,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-2,true,,1185,6,6,268,1,0,MacBook-Pro-de-Jose.local
1592058154048,279,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-1,true,,928,6,6,0,1,0,MacBook-Pro-de-Jose.local
1592058154104,306,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-6,true,,1197,6,6,306,1,0,MacBook-Pro-de-Jose.local
1592058154155,342,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-5,true,,1197,6,6,342,1,0,MacBook-Pro-de-Jose.local
1592058154196,340,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-4,true,,1185,6,6,340,1,0,MacBook-Pro-de-Jose.local
1592058154245,315,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-3,true,,1185,6,6,315,1,0,MacBook-Pro-de-Jose.local
1592058154282,310,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-2,true,,928,6,6,0,1,0,MacBook-Pro-de-Jose.local
1592058154327,303,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-1,true,,511,6,6,0,1,0,MacBook-Pro-de-Jose.local
1592058154410,244,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-6,true,,1185,6,6,244,1,0,MacBook-Pro-de-Jose.local
1592058154498,179,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-5,true,,1185,6,6,179,1,0,MacBook-Pro-de-Jose.local
1592058154536,173,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-4,true,,928,6,6,0,1,0,MacBook-Pro-de-Jose.local
1592058154560,194,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-3,true,,928,6,6,0,1,0,MacBook-Pro-de-Jose.local
1592058154592,215,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-2,true,,511,6,6,0,1,0,MacBook-Pro-de-Jose.local
1592058154630,233,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-1,true,,13347,6,6,233,1,0,MacBook-Pro-de-Jose.local
1592058154655,239,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-6,true,,928,6,6,0,1,0,MacBook-Pro-de-Jose.local
1592058154678,265,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-5,true,,928,8,8,0,1,0,MacBook-Pro-de-Jose.local
1592058154709,274,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-4,true,,511,8,8,0,1,0,MacBook-Pro-de-Jose.local
1592058154754,259,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-3,true,,511,8,8,0,1,0,MacBook-Pro-de-Jose.local
1592058154811,268,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-2,true,,13397,8,8,268,1,0,MacBook-Pro-de-Jose.local
1592058154863,250,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-1,true,,1197,8,8,250,1,0,MacBook-Pro-de-Jose.local
1592058154895,255,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-6,true,,511,8,8,0,1,0,MacBook-Pro-de-Jose.local
1592058154898,306,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-7,true,,13385,8,8,306,1,0,MacBook-Pro-de-Jose.local
1592058154898,368,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-8,true,,13385,8,8,368,1,0,MacBook-Pro-de-Jose.local
1592058154944,350,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-5,true,,511,8,8,0,1,0,MacBook-Pro-de-Jose.local
1592058154984,370,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-4,true,,13398,8,8,370,1,0,MacBook-Pro-de-Jose.local
1592058155014,398,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-3,true,,13398,8,8,398,1,0,MacBook-Pro-de-Jose.local
1592058155080,365,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-2,true,,1197,8,8,365,1,0,MacBook-Pro-de-Jose.local
1592058155113,380,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-1,true,,1185,8,8,380,1,0,MacBook-Pro-de-Jose.local
1592058155150,400,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-6,true,,13373,8,8,400,1,0,MacBook-Pro-de-Jose.local
1592058155205,380,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-7,true,,1197,8,8,380,1,0,MacBook-Pro-de-Jose.local
1592058155266,365,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-8,true,,1197,8,8,365,1,0,MacBook-Pro-de-Jose.local
1592058155294,417,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-5,true,,13323,8,8,417,1,0,MacBook-Pro-de-Jose.local
1592058155355,389,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-4,true,,1197,8,8,389,1,0,MacBook-Pro-de-Jose.local
1592058155413,375,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-3,true,,1197,8,8,375,1,0,MacBook-Pro-de-Jose.local
1592058155446,376,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-2,true,,1185,8,8,376,1,0,MacBook-Pro-de-Jose.local
1592058155493,359,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-1,true,,928,8,8,0,1,0,MacBook-Pro-de-Jose.local
1592058155551,361,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-6,true,,1197,10,10,361,1,0,MacBook-Pro-de-Jose.local
1592058155586,361,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-7,true,,1185,10,10,361,1,0,MacBook-Pro-de-Jose.local
1592058155632,338,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-8,true,,1185,10,10,338,1,0,MacBook-Pro-de-Jose.local
1592058155711,311,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-5,true,,1197,10,10,311,1,0,MacBook-Pro-de-Jose.local
1592058155745,330,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-4,true,,1185,10,10,330,1,0,MacBook-Pro-de-Jose.local
1592058155788,324,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-3,true,,1185,10,10,324,1,0,MacBook-Pro-de-Jose.local
1592058155822,360,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-2,true,,928,10,10,0,1,0,MacBook-Pro-de-Jose.local
1592058155852,372,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-1,true,,511,10,10,0,1,0,MacBook-Pro-de-Jose.local
1592058155903,376,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-10,true,,13260,10,10,376,1,0,MacBook-Pro-de-Jose.local
1592058155902,430,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-9,true,,13260,10,10,429,1,0,MacBook-Pro-de-Jose.local
1592058155912,443,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-6,true,,1185,10,10,443,1,0,MacBook-Pro-de-Jose.local
1592058155947,443,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-7,true,,928,10,10,0,1,0,MacBook-Pro-de-Jose.local
1592058155970,476,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-8,true,,928,10,10,0,1,0,MacBook-Pro-de-Jose.local
1592058156022,463,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-5,true,,1185,10,10,463,1,0,MacBook-Pro-de-Jose.local
1592058156076,442,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-4,true,,928,10,10,0,1,0,MacBook-Pro-de-Jose.local
1592058156113,452,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-3,true,,928,10,10,0,1,0,MacBook-Pro-de-Jose.local
1592058156182,425,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-2,true,,511,10,10,0,1,0,MacBook-Pro-de-Jose.local
1592058156225,446,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-1,true,,13321,10,10,446,1,0,MacBook-Pro-de-Jose.local
1592058156280,425,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-10,true,,1197,10,10,425,1,0,MacBook-Pro-de-Jose.local
1592058156332,416,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-9,true,,1197,10,10,416,1,0,MacBook-Pro-de-Jose.local
1592058156355,436,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-6,true,,928,10,10,0,1,0,MacBook-Pro-de-Jose.local
1592058156390,439,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-7,true,,511,10,10,0,1,0,MacBook-Pro-de-Jose.local
1592058156447,409,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-8,true,,511,10,10,0,1,0,MacBook-Pro-de-Jose.local
1592058156485,406,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-5,true,,928,10,10,0,1,0,MacBook-Pro-de-Jose.local
1592058156518,427,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-4,true,,511,12,12,0,1,0,MacBook-Pro-de-Jose.local
1592058156566,407,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-3,true,,511,12,12,0,1,0,MacBook-Pro-de-Jose.local
1592058156608,421,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-2,true,,13347,12,12,421,1,0,MacBook-Pro-de-Jose.local
1592058156671,392,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-1,true,,1197,12,12,392,1,0,MacBook-Pro-de-Jose.local
1592058156705,391,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-10,true,,1185,12,12,391,1,0,MacBook-Pro-de-Jose.local
1592058156749,370,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-9,true,,1185,12,12,370,1,0,MacBook-Pro-de-Jose.local
1592058156791,353,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-6,true,,511,12,12,0,1,0,MacBook-Pro-de-Jose.local
1592058156830,378,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-7,true,,13335,12,12,378,1,0,MacBook-Pro-de-Jose.local
1592058156856,410,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-8,true,,13335,12,12,410,1,0,MacBook-Pro-de-Jose.local
1592058156891,401,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-5,true,,511,12,12,0,1,0,MacBook-Pro-de-Jose.local
1592058156904,443,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-11,true,,13348,12,12,443,1,0,MacBook-Pro-de-Jose.local
1592058156904,514,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-12,true,,13348,12,12,514,1,0,MacBook-Pro-de-Jose.local
1592058156945,529,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-4,true,,13348,12,12,529,1,0,MacBook-Pro-de-Jose.local
1592058156974,554,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-3,true,,13348,12,12,554,1,0,MacBook-Pro-de-Jose.local
1592058157030,539,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-2,true,,1197,12,12,539,1,0,MacBook-Pro-de-Jose.local
1592058157063,542,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-1,true,,1185,12,12,542,1,0,MacBook-Pro-de-Jose.local
1592058157097,540,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-10,true,,928,12,12,0,1,0,MacBook-Pro-de-Jose.local
1592058157120,582,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-9,true,,928,12,12,0,1,0,MacBook-Pro-de-Jose.local
1592058157145,689,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-6,true,,13347,12,12,689,1,0,MacBook-Pro-de-Jose.local
1592058157209,660,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-7,true,,1197,12,12,660,1,0,MacBook-Pro-de-Jose.local
1592058157267,650,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-8,true,,1197,14,14,650,1,0,MacBook-Pro-de-Jose.local
1592058157292,688,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-5,true,,13297,14,14,688,1,0,MacBook-Pro-de-Jose.local
1592058157347,666,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-11,true,,1197,14,14,666,1,0,MacBook-Pro-de-Jose.local
1592058157419,649,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-12,true,,1197,14,14,648,1,0,MacBook-Pro-de-Jose.local
1592058157474,638,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-4,true,,1197,14,14,638,1,0,MacBook-Pro-de-Jose.local
1592058157529,626,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-3,true,,1197,14,14,626,1,0,MacBook-Pro-de-Jose.local
1592058157569,624,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-2,true,,1185,14,14,624,1,0,MacBook-Pro-de-Jose.local
1592058157605,617,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-1,true,,928,14,14,0,1,0,MacBook-Pro-de-Jose.local
1592058157638,624,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-10,true,,511,14,14,0,1,0,MacBook-Pro-de-Jose.local
1592058157702,596,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-9,true,,511,14,14,0,1,0,MacBook-Pro-de-Jose.local
1592058157834,498,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-6,true,,1197,14,14,498,1,0,MacBook-Pro-de-Jose.local
1592058157869,502,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-7,true,,1185,14,14,501,1,0,MacBook-Pro-de-Jose.local
1592058157905,520,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-14,true,,13210,14,14,520,1,0,MacBook-Pro-de-Jose.local
1592058157905,572,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-13,true,,13210,14,14,572,1,0,MacBook-Pro-de-Jose.local
1592058157917,582,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-8,true,,1185,14,14,582,1,0,MacBook-Pro-de-Jose.local
1592058157981,562,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-5,true,,1197,14,14,562,1,0,MacBook-Pro-de-Jose.local
1592058158014,565,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-11,true,,1185,14,14,565,1,0,MacBook-Pro-de-Jose.local
1592058158068,533,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-12,true,,1185,14,14,533,1,0,MacBook-Pro-de-Jose.local
1592058158113,511,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-4,true,,1185,14,14,511,1,0,MacBook-Pro-de-Jose.local
1592058158156,492,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-3,true,,1185,14,14,492,1,0,MacBook-Pro-de-Jose.local
1592058158193,485,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-2,true,,928,14,14,0,1,0,MacBook-Pro-de-Jose.local
1592058158222,496,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-1,true,,511,14,14,0,1,0,MacBook-Pro-de-Jose.local
1592058158263,521,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-10,true,,13210,14,14,521,1,0,MacBook-Pro-de-Jose.local
1592058158299,545,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-9,true,,13210,14,14,545,1,0,MacBook-Pro-de-Jose.local
1592058158333,535,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-6,true,,1185,14,14,535,1,0,MacBook-Pro-de-Jose.local
1592058158371,528,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-7,true,,928,14,14,0,1,0,MacBook-Pro-de-Jose.local
1592058158425,525,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-14,true,,1197,16,16,525,1,0,MacBook-Pro-de-Jose.local
1592058158477,528,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-13,true,,1197,16,16,528,1,0,MacBook-Pro-de-Jose.local
1592058158500,548,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-8,true,,928,16,16,0,1,0,MacBook-Pro-de-Jose.local
1592058158543,545,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-5,true,,1185,16,16,545,1,0,MacBook-Pro-de-Jose.local
1592058158579,540,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-11,true,,928,16,16,0,1,0,MacBook-Pro-de-Jose.local
1592058158602,564,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-12,true,,928,16,16,0,1,0,MacBook-Pro-de-Jose.local
1592058158625,586,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-4,true,,928,16,16,0,1,0,MacBook-Pro-de-Jose.local
